area_type,availability,Location,society,Area,Bathroom,balcony,Price,Bhk
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1120.0,2.0,2.0,37.97,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,2.0,38.65,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1303.0,2.0,2.0,44.17,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1580.0,3.0,3.0,53.56,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1185.0,2.0,1.0,40.17,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,1.0,49.27,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,7 ise P,1430.0,2.0,1.0,50.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Shmai D,1095.0,2.0,2.0,38.33,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1303.0,2.0,1.0,55.79,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1133.0,2.0,2.0,38.41,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1151.0,2.0,1.0,49.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1267.0,2.0,1.0,54.35,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1550.0,3.0,3.0,52.45,3
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Neess P,1100.0,2.0,1.0,50.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1185.0,2.0,2.0,40.17,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Elleyt ,1751.0,3.0,3.0,72.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1306.0,2.0,2.0,44.17,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2.0,2.0,40.44,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1128.0,2.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1151.0,2.0,2.0,39.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Lancyey,1375.0,2.0,1.0,54.99,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Avlls H,1060.0,2.0,1.0,48.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1128.0,2.0,1.0,48.79,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Dehts H,1170.0,2.0,3.0,50.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1185.0,2.0,1.0,51.15,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1255.0,2.0,1.0,53.87,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1419.0,2.0,1.0,60.42,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1693.0,3.0,1.0,71.38,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2.0,2.0,40.54,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2.0,2.0,40.54,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,i1rtsCo,1630.0,3.0,2.0,60.65,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1531.0,3.0,3.0,51.77,3
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1133.0,2.0,1.0,38.37,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,1.0,48.7,2
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,2.0,38.65,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,2.0,38.55,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1295.0,2.0,2.0,55.47,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1133.0,2.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,DwntsAp,1510.0,2.0,2.0,55.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1608.0,3.0,3.0,54.51,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1500.0,3.0,3.0,51.04,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1185.0,2.0,1.0,51.15,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1295.0,2.0,2.0,43.9,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2.0,2.0,40.54,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1240.0,2.0,2.0,42.04,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1530.0,3.0,2.0,64.0,3
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,Prllsan,1587.0,3.0,1.0,73.8,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1529.0,3.0,3.0,51.77,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1295.0,2.0,1.0,55.47,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Deade A,945.0,2.0,1.0,45.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1303.0,2.0,2.0,55.78,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1419.0,2.0,2.0,48.1,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Ely 3Em,1270.0,2.0,2.0,62.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Keave E,1260.0,2.0,1.0,62.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2.0,2.0,40.54,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1580.0,2.0,2.0,66.85,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2.0,2.0,40.54,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1206.0,2.0,1.0,40.7,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Nencei ,1485.0,2.0,2.0,63.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,Vaderla,1335.0,2.0,1.0,56.0,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1571.0,3.0,3.0,53.12,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1255.0,2.0,2.0,42.54,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1530.0,3.0,3.0,64.86,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,2.0,44.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1140.0,2.0,2.0,39.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1187.0,2.0,2.0,40.14,2
Built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,2.0,229.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1725.0,3.0,3.0,200.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,3516.0,4.0,3.0,540.0,4
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,3.0,223.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,3526.0,4.0,1.0,558.0,4
Super built-up  Area,Ready To Move,Rajaji Nagar,Pumesim,2849.0,5.0,0.0,300.0,5
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1800.0,3.0,3.0,260.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,2.0,241.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1370.0,2.0,1.0,170.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2409.0,3.0,2.0,360.0,3
Built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1440.0,2.0,2.0,170.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1440.0,2.0,2.0,185.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,3.0,230.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1800.0,2.0,2.0,250.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,2.0,220.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2500.0,3.0,3.0,350.0,3
Super built-up  Area,18-Aug,Rajaji Nagar,ProdsWe,1615.0,3.0,1.0,175.0,3
Super built-up  Area,18-Aug,Rajaji Nagar,ProdsWe,1776.0,3.0,1.0,190.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2559.0,3.0,2.0,403.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,1763.0,3.0,2.0,262.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,3.0,220.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1800.0,3.0,2.0,240.0,3
Super built-up  Area,18-Aug,Rajaji Nagar,ProdsWe,1268.0,2.0,1.0,127.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2450.0,3.0,3.0,330.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,2.0,251.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2367.0,4.0,3.0,340.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1720.0,3.0,2.0,224.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2500.0,3.0,3.0,340.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2390.0,3.0,1.0,372.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,1763.0,3.0,2.0,240.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2367.0,3.0,2.0,320.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1440.0,2.0,2.0,165.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3.0,3.0,245.0,3
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,1690.0,3.0,1.0,125.0,3
Super built-up  Area,Ready To Move,Rajiv Nagar,Ahntyve,1263.0,2.0,1.0,93.32,2
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,2340.0,4.0,1.0,148.0,4
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,2340.0,5.0,1.0,129.0,4
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,1330.0,2.0,1.0,93.0,2
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,2340.0,5.0,1.0,129.0,4
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,2340.0,4.0,1.0,145.0,4
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,2330.0,5.0,1.0,175.0,4
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,2340.0,5.0,1.0,160.0,4
Super built-up  Area,17-Oct,Ramagondanahalli,ViistLa,1151.0,2.0,2.0,48.77,2
Super built-up  Area,18-Jun,Ramagondanahalli,ViistLa,1251.0,2.0,1.0,47.0,2
Super built-up  Area,17-Oct,Ramagondanahalli,ViistLa,1235.0,2.0,1.0,52.04,2
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,1610.0,2.0,2.0,111.0,3
Super built-up  Area,18-Jul,Ramagondanahalli,ViistLa,1635.0,3.0,1.0,62.0,3
Super built-up  Area,18-Jun,Ramagondanahalli,ViistLa,1235.0,2.0,1.0,46.8,2
Super built-up  Area,18-May,Ramagondanahalli,ViistLa,1215.0,2.0,1.0,51.26,2
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,2257.0,4.0,2.0,157.0,3
Super built-up  Area,18-Jun,Ramagondanahalli,ViistLa,1251.0,2.0,1.0,47.4,2
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,1610.0,2.0,2.0,115.0,3
Built-up  Area,Ready To Move,Ramagondanahalli,SVovelm,920.0,2.0,3.0,65.0,2
Super built-up  Area,18-Jul,Ramagondanahalli,ViistLa,1215.0,2.0,1.0,45.5,2
Super built-up  Area,17-Nov,Ramagondanahalli,ViistLa,1253.0,2.0,1.0,52.66,2
Super built-up  Area,Ready To Move,Ramagondanahalli,SVodsve,1295.0,2.0,2.0,95.0,2
Super built-up  Area,18-May,Ramagondanahalli,ViistLa,1151.0,2.0,2.0,50.5,2
Super built-up  Area,18-Aug,Ramagondanahalli,ViistLa,1235.0,2.0,1.0,49.3,2
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,2257.0,3.0,2.0,159.0,3
Super built-up  Area,Ready To Move,Ramagondanahalli,SVodsve,1295.0,2.0,2.0,95.0,2
Super built-up  Area,17-Oct,Ramagondanahalli,ViistLa,1451.0,3.0,1.0,60.44,3
Built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,1910.0,3.0,2.0,142.0,3
Super built-up  Area,18-Jun,Ramagondanahalli,ViistLa,1215.0,2.0,1.0,46.1,2
Super built-up  Area,18-May,Ramagondanahalli,ViistLa,1475.0,2.0,2.0,63.0,3
Super built-up  Area,18-Aug,Ramagondanahalli,ViistLa,1251.0,2.0,1.0,50.0,2
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,1610.0,2.0,2.0,115.0,3
Super built-up  Area,18-Jun,Ramagondanahalli,ViistLa,1151.0,2.0,2.0,43.6,2
Super built-up  Area,18-Jun,Ramagondanahalli,ViistLa,1635.0,3.0,1.0,61.0,3
Super built-up  Area,18-May,Ramagondanahalli,ViistLa,1251.0,2.0,1.0,53.0,2
Super built-up  Area,18-Oct,Ramagondanahalli,DNeremo,1910.0,3.0,2.0,150.0,3
Super built-up  Area,Ready To Move,Ramagondanahalli,Srdor S,1738.0,2.0,3.0,76.0,3
Super built-up  Area,Ready To Move,Ramagondanahalli,Reitice,3350.0,3.0,3.0,150.0,3
Super built-up  Area,18-Jul,Ramagondanahalli,ViistLa,1251.0,2.0,1.0,46.0,2
Super built-up  Area,18-Jul,Ramagondanahalli,ViistLa,1635.0,3.0,1.0,57.0,3
Super built-up  Area,18-Aug,Ramagondanahalli,ViistLa,1151.0,2.0,2.0,46.0,2
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,1610.0,2.0,1.0,112.0,3
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,1610.0,2.0,2.0,115.0,3
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,2787.0,5.0,2.0,220.0,4
Super built-up  Area,18-Jun,Ramagondanahalli,ViistLa,1475.0,2.0,2.0,55.0,3
Super built-up  Area,Ready To Move,Ramagondanahalli,SVovelm,1125.0,2.0,2.0,75.0,2
Super built-up  Area,18-Jul,Ramagondanahalli,ViistLa,1151.0,2.0,2.0,42.5,2
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,2257.0,3.0,2.0,155.0,3
Carpet  Area,Ready To Move,Ramagondanahalli,Reitice,1500.0,3.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,1910.0,3.0,2.0,131.0,3
Built-up  Area,Ready To Move,Ramamurthy Nagar,Foghaa ,1040.0,2.0,2.0,50.0,2
Super built-up  Area,Ready To Move,Ramamurthy Nagar,Cimeshw,1185.0,2.0,1.0,45.5,2
Super built-up  Area,18-Dec,Ramamurthy Nagar,Vaharvi,1170.0,2.0,2.0,46.8,2
Super built-up  Area,18-Dec,Ramamurthy Nagar,Vaharvi,1200.0,2.0,1.0,48.0,2
Super built-up  Area,18-Dec,Ramamurthy Nagar,Vaharvi,1410.0,2.0,1.0,56.4,3
Super built-up  Area,Ready To Move,Ramamurthy Nagar,ItRRVna,1000.0,2.0,1.0,41.0,3
Built-up  Area,Ready To Move,Ramamurthy Nagar,SamesHo,1300.0,2.0,2.0,52.0,3
Super built-up  Area,17-May,Ramamurthy Nagar,Vedhias,1125.0,2.0,1.0,47.0,2
Super built-up  Area,18-Nov,Ramamurthy Nagar,Vaharvi,1200.0,2.0,1.0,46.0,2
Super built-up  Area,19-Jul,Ramamurthy Nagar,Vaharvi,1200.0,2.0,1.0,57.9,2
Super built-up  Area,Ready To Move,Ramamurthy Nagar,Foghaa ,1305.0,3.0,1.0,60.0,3
Super built-up  Area,18-Dec,Ramamurthy Nagar,Vaharvi,1170.0,2.0,2.0,44.0,2
Super built-up  Area,19-Jul,Ramamurthy Nagar,Vaharvi,1050.0,2.0,1.0,51.66,2
Super built-up  Area,Ready To Move,Ramamurthy Nagar,Saoneil,1101.0,2.0,1.0,50.0,2
Super built-up  Area,Ready To Move,Ramamurthy Nagar,Apise P,935.0,2.0,2.0,39.0,2
Built-up  Area,Ready To Move,Ramamurthy Nagar,JHk 1en,960.0,2.0,2.0,35.0,2
Super built-up  Area,Ready To Move,Sahakara Nagar,OsrdsOr,2830.0,3.0,3.0,195.0,4
Super built-up  Area,Ready To Move,Sahakara Nagar,EsniaGa,1500.0,2.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Sahakara Nagar,Rauil T,1270.0,2.0,1.0,69.85,2
Super built-up  Area,Ready To Move,Sahakara Nagar,ArrdsOr,960.0,2.0,3.0,56.0,2
Super built-up  Area,Ready To Move,Sahakara Nagar,KPhtsei,1048.0,2.0,3.0,50.0,2
Super built-up  Area,Ready To Move,Sahakara Nagar,ArrdsOr,1000.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Sahakara Nagar,NCensun,1370.0,2.0,2.0,90.0,3
Super built-up  Area,Ready To Move,Sahakara Nagar,NCensun,1180.0,2.0,2.0,72.0,2
Built-up  Area,Ready To Move,Sahakara Nagar,Rauil T,1270.0,2.0,1.0,96.0,2
Built-up  Area,Ready To Move,Sahakara Nagar,Kencyes,1201.0,2.0,3.0,80.0,2
Super built-up  Area,Ready To Move,Sahakara Nagar,Saniai ,1291.0,2.0,2.0,72.3,2
Plot  Area,Ready To Move,Sarjapur,Skityer,2250.0,3.0,2.0,148.0,3
Plot  Area,Ready To Move,Sarjapur,Inensba,1600.0,3.0,1.0,75.0,3
Super built-up  Area,Ready To Move,Sarjapur,Ahownve,1128.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Sarjapur,Coa 3t ,1185.0,2.0,2.0,47.0,2
Built-up  Area,Ready To Move,Sarjapur,Sondaka,1020.0,2.0,2.0,35.0,2
Super built-up  Area,Ready To Move,Sarjapur,Sondaka,950.0,2.0,2.0,32.5,2
Built-up  Area,Ready To Move,Sarjapur,Ahownve,1285.0,2.0,2.0,68.0,3
Plot  Area,Ready To Move,Sarjapur,Puodsm ,3190.0,3.0,1.0,160.0,4
Built-up  Area,Ready To Move,Sarjapur,Coa It ,1215.0,2.0,0.0,40.0,2
Plot  Area,Ready To Move,Sarjapur,Puodsm ,2540.0,4.0,1.0,115.0,4
Plot  Area,Ready To Move,Sarjapur,Inensba,1200.0,3.0,2.0,78.0,3
Super built-up  Area,Ready To Move,Sarjapur,Sondaka,1000.0,2.0,2.0,30.0,2
Super built-up  Area,18-Jul,Sarjapur,Vehes L,1157.0,2.0,1.0,40.0,2
Super built-up  Area,18-Apr,Sarjapur,SNityVe,625.0,1.0,1.0,19.0,1
Super built-up  Area,Ready To Move,Sarjapur,DSousyl,940.0,2.0,1.0,25.38,2
Super built-up  Area,19-Apr,Sarjapur,CLdiaAr,1404.0,2.0,0.0,53.35,3
Super built-up  Area,Ready To Move,Sarjapur,Sondaka,1364.0,2.0,2.0,56.0,3
Super built-up  Area,Ready To Move,Sarjapur,DSousyl,1124.0,2.0,1.0,30.35,2
Super built-up  Area,Ready To Move,Sarjapur,Peles P,1044.0,2.0,2.0,32.0,2
Super built-up  Area,Ready To Move,Sarjapur,SNityVe,650.0,1.0,2.0,19.87,1
Super built-up  Area,18-Apr,Sarjapur,SNityVe,1170.0,2.0,2.0,35.41,3
Super built-up  Area,Ready To Move,Sarjapur,Peles P,1044.0,2.0,2.0,34.0,2
Plot  Area,18-Aug,Sarjapur,Icaryan,1200.0,3.0,2.0,76.13,3
Super built-up  Area,Ready To Move,Sarjapur,Ahownve,1200.0,2.0,2.0,62.0,2
Super built-up  Area,18-Apr,Sarjapur,SNityVe,900.0,2.0,2.0,27.98,2
Plot  Area,Ready To Move,Sarjapur,Puodsm ,2970.0,3.0,3.0,130.0,4
Built-up  Area,Ready To Move,Sarjapur,Coa It ,1575.0,3.0,3.0,55.0,3
Super built-up  Area,Ready To Move,Sarjapur,Sondaka,920.0,2.0,2.0,33.0,2
Super built-up  Area,Ready To Move,Sarjapur,Coa 3t ,1445.0,3.0,1.0,50.0,3
Super built-up  Area,Ready To Move,Sarjapur,Sondaka,1333.0,3.0,1.0,50.0,3
Super built-up  Area,Ready To Move,Sarjapur,Peles P,1044.0,2.0,2.0,36.0,2
Built-up  Area,Ready To Move,Sarjapur,Sondaka,950.0,2.0,2.0,35.0,2
Plot  Area,Ready To Move,Sarjapur,Corix B,2172.0,3.0,0.0,100.0,3
Super built-up  Area,Ready To Move,Sarjapur,DSousyl,633.0,1.0,1.0,17.09,1
Plot  Area,Ready To Move,Sarjapur,Peora P,2400.0,3.0,3.0,140.0,4
Super built-up  Area,Ready To Move,Sarjapur,Coa 3t ,1095.0,2.0,1.0,45.0,2
Built-up  Area,Ready To Move,Sarjapur  Road,Cetattu,2497.0,3.0,2.0,140.0,3
Super built-up  Area,18-Dec,Sarjapur  Road,Klark L,1787.0,3.0,2.0,98.29,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Klark L,1787.0,3.0,2.0,125.0,3
Super built-up  Area,19-Mar,Sarjapur  Road,AsastDe,984.0,2.0,1.0,44.28,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Usquaya,1035.0,2.0,2.0,49.2,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Ahriaup,1863.0,3.0,2.0,104.0,4
Super built-up  Area,18-Sep,Sarjapur  Road,PualeSk,1346.0,2.0,1.0,74.03,2
Super built-up  Area,19-Apr,Sarjapur  Road,Brareio,1195.0,2.0,1.0,70.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,PuineSu,1550.0,3.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Supleon,2100.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Klark L,1691.0,3.0,2.0,113.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,1278.0,2.0,2.0,95.0,2
Super built-up  Area,18-Sep,Sarjapur  Road,PualeSk,1346.0,2.0,1.0,61.92,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Puallhi,1984.0,4.0,1.0,146.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,1035.0,2.0,1.0,45.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,CharkGr,1128.0,2.0,2.0,59.0,2
Built-up  Area,Ready To Move,Sarjapur  Road,HIideSu,1495.0,2.0,0.0,64.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,SocusHi,1700.0,3.0,3.0,110.0,3
Super built-up  Area,18-Nov,Sarjapur  Road,AsastDe,1157.0,2.0,1.0,75.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Maantr ,1282.0,2.0,2.0,72.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Vaunei ,4111.0,4.0,1.0,310.0,4
Super built-up  Area,Ready To Move,Sarjapur  Road,Maana E,3900.0,4.0,3.0,300.0,4
Super built-up  Area,Ready To Move,Sarjapur  Road,Maaveal,1300.0,2.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Ahriaup,1050.0,2.0,1.0,62.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Maana E,1700.0,3.0,3.0,135.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Klark L,1691.0,3.0,2.0,119.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,1846.0,3.0,2.0,140.0,3
Super built-up  Area,18-May,Sarjapur  Road,PualeSk,1929.0,4.0,1.0,103.0,3
Super built-up  Area,18-Dec,Sarjapur  Road,Klark L,1819.0,3.0,2.0,100.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Ceiti I,1845.0,4.0,1.0,110.0,3
Super built-up  Area,19-Oct,Sarjapur  Road,Brareio,1233.0,2.0,2.0,77.65,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Klark L,4395.0,4.0,2.0,242.0,4
Super built-up  Area,Ready To Move,Sarjapur  Road,Srisei ,1428.0,2.0,2.0,66.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Mades G,1680.0,3.0,1.0,112.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Mades G,1255.0,2.0,1.0,92.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,PraleSi,1311.0,2.0,1.0,78.0,2
Super built-up  Area,18-Nov,Sarjapur  Road,AsastDe,1157.0,2.0,1.0,75.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Trurea ,1145.0,2.0,2.0,75.0,2
Built-up  Area,Ready To Move,Sarjapur  Road,Esatea ,1300.0,2.0,2.0,70.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Asncywo,1725.0,3.0,3.0,90.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,2180.0,3.0,2.0,170.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Clell D,1084.0,2.0,3.0,55.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,SocusHi,1750.0,3.0,2.0,110.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Ceiti I,1888.0,4.0,1.0,95.0,3
Built-up  Area,Ready To Move,Sarjapur  Road,MJinele,1300.0,3.0,2.0,60.0,3
Plot  Area,18-Feb,Sarjapur  Road,Cetattu,1200.0,3.0,2.0,70.0,3
Plot  Area,17-Jun,Sarjapur  Road,AztheBr,2600.0,3.0,2.0,200.0,3
Super built-up  Area,18-Nov,Sarjapur  Road,AsastDe,685.0,1.0,1.0,40.0,1
Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,915.0,2.0,1.0,38.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,BModsen,1241.0,2.0,1.0,82.0,2
Super built-up  Area,19-Nov,Sarjapur  Road,AsastDe,984.0,2.0,1.0,45.91,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Contsci,1400.0,2.0,2.0,68.0,2
Super built-up  Area,18-Jan,Sarjapur  Road,Kelia R,1280.0,2.0,1.0,76.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Usquaya,1145.0,2.0,2.0,49.5,2
Super built-up  Area,Ready To Move,Sarjapur  Road,SJityaz,1308.0,2.0,1.0,83.0,2
Super built-up  Area,19-Apr,Sarjapur  Road,Brareio,1592.0,3.0,1.0,91.0,3
